vendor_pn,brand,oem_display,description,broom_type,broom_type_label,size_in,filament,pattern,compatible_models,model_codes,phase,publish_status,slug,qty
SY11-1307,Advance,11-1307,"Side Broom 13"" 3 S.R. Nylon",side_broom,Side Broom,"13""",Nylon,single_row,560|1800|2060|5100D|5100G|5100P|5100PS|5200G|5200HD|5600|5800B|5800D|5800G|5800P|6250,002|007|013|014,1,pending,advance-11-1307-side-broom-13-nylon,1
SY11-2609,Advance,11-2609,"Main Broom 26"" 18 D.R. Union/Wire",main_broom,Main Broom,"26""",Union/Wire,double_row,360B|360G|360P|3600B,001,1,pending,advance-11-2609-main-broom-26-union-wire,1
SY11-2610,Advance,11-2610,"Main Broom 26"" 6 D.R. Union/Wire",main_broom,Main Broom,"26""",Union/Wire,double_row,360B|360G|360P|3600B,001,1,pending,advance-11-2610-main-broom-26-union-wire,1
SY11-2611,Advance,11-2611,"Main Broom 26"" 9 D.R. Poly",main_broom,Main Broom,"26""",Poly,double_row,360B|360G|360P|3600B,001,1,pending,advance-11-2611-main-broom-26-poly,1
SY11-2740,Advance,11-2740,"Main Scrub 28"" 16 S.R. .070/46 Grit",cylindrical_scrub,Cylindrical Scrub,"28""",.070/46 Grit,single_row,Adgressor 2820|Retriever 2800|Warrior 28C,036,2,pending,advance-11-2740-cylindrical-scrub-28-070-46-grit,2
SY11-2741,Advance,11-2741,"Main Scrub 28"" 16 S.R..050/80 Grit",cylindrical_scrub,Cylindrical Scrub,"28""",.050/80 Grit,single_row,Adgressor 2820|Retriever 2800|Warrior 28C,036,2,pending,advance-11-2741-cylindrical-scrub-28-050-80-grit,2
SY11-2742,Advance,11-2742,"Main Scrub 28"" 16 S.R. .035/180 Grit",cylindrical_scrub,Cylindrical Scrub,"28""",.035/180 Grit,single_row,Adgressor 2820|Retriever 2800|Warrior 28C,036,2,pending,advance-11-2742-cylindrical-scrub-28-035-180-grit,2
SY11-2743,Advance,11-2743,"Main Scrub 28"" 16 S.R. .020 Poly",cylindrical_scrub,Cylindrical Scrub,"28""",Poly,single_row,Adgressor 2820|Retriever 2800|Warrior 28C,036,2,pending,advance-11-2743-cylindrical-scrub-28-poly,2
SY11-2744,Advance,11-2744,"Main Scrub 28"" 16 S.R. .020 Soft Nylon",cylindrical_scrub,Cylindrical Scrub,"28""",Soft Nylon,single_row,Adgressor 2820|Retriever 2800|Warrior 28C,036,2,pending,advance-11-2744-cylindrical-scrub-28-soft-nylon,2
SY11-2745,Advance,11-2745,"Main Scrub 28"" 16 S.R. .028 Nylon",cylindrical_scrub,Cylindrical Scrub,"28""",Nylon,single_row,Adgressor 2820|Retriever 2800|Warrior 28C,036,2,pending,advance-11-2745-cylindrical-scrub-28-nylon,2
SY11-3110,Advance,11-3110,"Main Scrub 32"" 16 S.R. .070/46 Grit",cylindrical_scrub,Cylindrical Scrub,"32""",.070/46 Grit,single_row,Adgressor 3220|Retriever 3200|Warrior 32C,037,2,pending,advance-11-3110-cylindrical-scrub-32-070-46-grit,2
SY11-3111,Advance,11-3111,"Main Scrub 32"" 16 S.R. .050/80 Grit",cylindrical_scrub,Cylindrical Scrub,"32""",.050/80 Grit,single_row,Adgressor 3220|Retriever 3200|Warrior 32C,037,2,pending,advance-11-3111-cylindrical-scrub-32-050-80-grit,2
SY11-3112,Advance,11-3112,"Main Scrub 32"" 16 S.R. .035/180 Grit",cylindrical_scrub,Cylindrical Scrub,"32""",.035/180 Grit,single_row,Adgressor 3220|Retriever 3200|Warrior 32C,037,2,pending,advance-11-3112-cylindrical-scrub-32-035-180-grit,2
SY11-3113,Advance,11-3113,"Main Scrub 32"" 16 S.R. .020 Poly",cylindrical_scrub,Cylindrical Scrub,"32""",Poly,single_row,Adgressor 3220|Retriever 3200|Warrior 32C,037,2,pending,advance-11-3113-cylindrical-scrub-32-poly,2
SY11-3114,Advance,11-3114,"Main Scrub 32"" 16 S.R. .020 Soft Nylon",cylindrical_scrub,Cylindrical Scrub,"32""",Soft Nylon,single_row,Adgressor 3220|Retriever 3200|Warrior 32C,037,2,pending,advance-11-3114-cylindrical-scrub-32-soft-nylon,2
SY11-3115,Advance,11-3115,"Main Scrub 32"" 16 S.R. .028 Nylon",cylindrical_scrub,Cylindrical Scrub,"32""",Nylon,single_row,Adgressor 3220|Retriever 3200|Warrior 32C,037,2,pending,advance-11-3115-cylindrical-scrub-32-nylon,2
SY11-3403,Advance,11-3403,"Main Broom 34"" 6 D.R. Stiff Poly",main_broom,Main Broom,"34""",Stiff Poly,double_row,1600|4600|4600B,005,1,pending,advance-11-3403-main-broom-34-stiff-poly,1
SY11-3404,Advance,11-3404,"Main Broom 34"" 6 D.R. Proex",main_broom,Main Broom,"34""",,double_row,1600|4600|4600B,005,1,pending,advance-11-3404-main-broom-34,1
SY11-3405,Advance,11-3405,"Main Broom 34"" 6 D.R. Union Wire",main_broom,Main Broom,"34""",Wire,double_row,1600|4600|4600B,005,1,pending,advance-11-3405-main-broom-34-wire,1
SY11-3407,Advance,11-3407,"Main Broom 34"" 6 D.R. Extra Stiff Proex",main_broom,Main Broom,"34""",,double_row,1600|4600|4600B,005,1,pending,advance-11-3407-main-broom-34,1
SY11-3411,Advance,11-3411,"Main Scrub 35"" 16 S.R. .070/46 Grit",cylindrical_scrub,Cylindrical Scrub,"35""",.070/46 Grit,single_row,Adgressor 3520,038,2,pending,advance-11-3411-cylindrical-scrub-35-070-46-grit,2
SY11-3412,Advance,11-3412,"Main Scrub 35"" 16 S.R. .050/80 Grit",cylindrical_scrub,Cylindrical Scrub,"35""",.050/80 Grit,single_row,Adgressor 3520,038,2,pending,advance-11-3412-cylindrical-scrub-35-050-80-grit,2
SY11-3413,Advance,11-3413,"Main Scrub 35"" 16 S.R. .035/180 Grit",cylindrical_scrub,Cylindrical Scrub,"35""",.035/180 Grit,single_row,Adgressor 3520,038,2,pending,advance-11-3413-cylindrical-scrub-35-035-180-grit,2
SY11-3414,Advance,11-3414,"Main Scrub 35"" 16 S.R. .020 Poly",cylindrical_scrub,Cylindrical Scrub,"35""",Poly,single_row,Adgressor 3520,038,2,pending,advance-11-3414-cylindrical-scrub-35-poly,2
SY11-3415,Advance,11-3415,"Main Scrub 35"" 16 S.R. .020 Sofy Nylon",cylindrical_scrub,Cylindrical Scrub,"35""",Nylon,single_row,Adgressor 3520,038,2,pending,advance-11-3415-cylindrical-scrub-35-nylon,2
SY11-3416,Advance,11-3416,"Main Scrub 35"" 16 S.R. .028 Nylon",cylindrical_scrub,Cylindrical Scrub,"35""",Nylon,single_row,Adgressor 3520,038,2,pending,advance-11-3416-cylindrical-scrub-35-nylon,2
SY11-3636,Advance,11-3636,"Main Broom 36"" 12 D.R. Stiff Proex/Wire",main_broom,Main Broom,"36""",Proex/Wire,double_row,5200G|5200HD,014,1,pending,advance-11-3636-main-broom-36-proex-wire,1
SY11-3637,Advance,11-3637,"Main Broom 36"" 8 D.R. Stiff Proex",main_broom,Main Broom,"36""",,double_row,5200G|5200HD,014,1,pending,advance-11-3637-main-broom-36,1
SY11-3638,Advance,11-3638,"Main Broom 36"" 12 D.R. Proex/Wire",main_broom,Main Broom,"36""",Proex/Wire,double_row,5200G|5200HD,014,1,pending,advance-11-3638-main-broom-36-proex-wire,1
SY11-3640,Advance,11-3640,"Main Broom 36"" 6 D.R. Stiff Poly",main_broom,Main Broom,"36""",Stiff Poly,double_row,1300|2052|5000|5015,004,1,pending,advance-11-3640-main-broom-36-stiff-poly,1
SY11-3701,Advance,11-3701,"Main Scrub 38"" 16 S.R. .070/46 Grit",cylindrical_scrub,Cylindrical Scrub,"38""",.070/46 Grit,single_row,2042/2042C|Adgressor 3820|Retriever 3800,034|039,2,pending,advance-11-3701-cylindrical-scrub-38-070-46-grit,2
SY11-3702,Advance,11-3702,"Main Scrub 38"" 16 S.R. .050/80 Grit",cylindrical_scrub,Cylindrical Scrub,"38""",.050/80 Grit,single_row,2042/2042C|Adgressor 3820|Retriever 3800,034|039,2,pending,advance-11-3702-cylindrical-scrub-38-050-80-grit,2
SY11-3703,Advance,11-3703,"Main Scrub 38"" 16 S.R. .035/180 Grit",cylindrical_scrub,Cylindrical Scrub,"38""",.035/180 Grit,single_row,2042/2042C|Adgressor 3820|Retriever 3800,034|039,2,pending,advance-11-3703-cylindrical-scrub-38-035-180-grit,2
SY11-3704,Advance,11-3704,"Main Scrub 38"" 16 S.R. .020 Poly",cylindrical_scrub,Cylindrical Scrub,"38""",Poly,single_row,2042/2042C|Adgressor 3820|Retriever 3800,034|039,2,pending,advance-11-3704-cylindrical-scrub-38-poly,2
SY11-3705,Advance,11-3705,"Main Scrub 38"" 16 S.r .020 Soft Nylon",cylindrical_scrub,Cylindrical Scrub,"38""",Soft Nylon,single_row,2042/2042C|Adgressor 3820|Retriever 3800,034|039,2,pending,advance-11-3705-cylindrical-scrub-38-soft-nylon,2
SY11-3706,Advance,11-3706,"Main Scrub 38"" 16 S.R. .028 Nylon",cylindrical_scrub,Cylindrical Scrub,"38""",Nylon,single_row,2042/2042C|Adgressor 3820|Retriever 3800,034|039,2,pending,advance-11-3706-cylindrical-scrub-38-nylon,2
SY11-3814,Advance,11-3814,"Main Scrub 40"" 18 S.R. .070/46 Grit",cylindrical_scrub,Cylindrical Scrub,"40""",.070/46 Grit,single_row,4030/4030C,040,2,pending,advance-11-3814-cylindrical-scrub-40-070-46-grit,2
SY11-3815,Advance,11-3815,"Main Scrub 40"" 18 S.R. .050/80 Grit",cylindrical_scrub,Cylindrical Scrub,"40""",.050/80 Grit,single_row,4030/4030C,040,2,pending,advance-11-3815-cylindrical-scrub-40-050-80-grit,2
SY11-3816,Advance,11-3816,"Main Scrub 40"" 18 S.R. .035/180 Grit",cylindrical_scrub,Cylindrical Scrub,"40""",.035/180 Grit,single_row,4030/4030C,040,2,pending,advance-11-3816-cylindrical-scrub-40-035-180-grit,2
SY11-3817,Advance,11-3817,"Main Scrub 40"" 18 S.R. Poly",cylindrical_scrub,Cylindrical Scrub,"40""",Poly,single_row,4030/4030C,040,2,pending,advance-11-3817-cylindrical-scrub-40-poly,2
SY11-3818,Advance,11-3818,"Main Scrub 40"" 18 S.R. Soft Nylon",cylindrical_scrub,Cylindrical Scrub,"40""",Soft Nylon,single_row,4030/4030C,040,2,pending,advance-11-3818-cylindrical-scrub-40-soft-nylon,2
SY11-3819,Advance,11-3819,"Main Scrub 40"" 18 S.R. Stiff Nylon",cylindrical_scrub,Cylindrical Scrub,"40""",Stiff Nylon,single_row,4030/4030C,040,2,pending,advance-11-3819-cylindrical-scrub-40-stiff-nylon,2
SY11-3905,Advance,11-3905,"Main Broom 39.5"" 12 D.R. Stiff Poly",main_broom,Main Broom,"39.5""",Stiff Poly,double_row,5100D|5100G|5100P|5100PS,013,1,pending,advance-11-3905-main-broom-39-5-stiff-poly,1
SY11-4010,Advance,11-4010,"Main Broom 40"" 12 D.R. Proex/Wire",main_broom,Main Broom,"40""",Proex/Wire,double_row,2820D|4300|4800|5400,010|012|015,1,pending,advance-11-4010-main-broom-40-proex-wire,1
SY11-4011,Advance,11-4011,"Main Broom 40"" 8 D.R. Stiff Poly",main_broom,Main Broom,"40""",Stiff Poly,double_row,2820D|4300|4800|5400,010|012|015,1,pending,advance-11-4011-main-broom-40-stiff-poly,1
SY11-4012,Advance,11-4012,"Main Broom 40"" 12 D.R. Proex",main_broom,Main Broom,"40""",,double_row,2820D|4300|4800|5400,010|012|015,1,pending,advance-11-4012-main-broom-40,1
SY11-4013,Advance,11-4013,"Main Broom 40"" 8 D.R. Nylon",main_broom,Main Broom,"40""",Nylon,double_row,2820D|4300|4800|5400,010|012|015,1,pending,advance-11-4013-main-broom-40-nylon,1
SY11-4014,Advance,11-4014,"Main Broom 40"" 8 D.R. Proex",main_broom,Main Broom,"40""",,double_row,2820D|4300|4800|5400,010|012|015,1,pending,advance-11-4014-main-broom-40,1
SY11-4015,Advance,11-4015,"Main Broom 40"" 8 D.R. Proex/Wire",main_broom,Main Broom,"40""",Proex/Wire,double_row,2820D|4300|4800|5400,010|012|015,1,pending,advance-11-4015-main-broom-40-proex-wire,1
SY11-4016,Advance,11-4016,"Main Broom 40"" 8 D.R. Extra Stiff Proex",main_broom,Main Broom,"40""",,double_row,2820D|4300|4800|5400,010|012|015,1,pending,advance-11-4016-main-broom-40,1
SY11-4101,Advance,11-4101,"Main Scrub 42"" 16 S.R. .070/46 Grit",cylindrical_scrub,Cylindrical Scrub,"42""",.070/46 Grit,single_row,2042/2042C|Retriever 2042,035|039,2,pending,advance-11-4101-cylindrical-scrub-42-070-46-grit,2
SY11-4102,Advance,11-4102,"Main Scrub 42"" 16 S.R. .050/80 Grit",cylindrical_scrub,Cylindrical Scrub,"42""",.050/80 Grit,single_row,2042/2042C|Retriever 2042,035|039,2,pending,advance-11-4102-cylindrical-scrub-42-050-80-grit,2
SY11-4103,Advance,11-4103,"Main Scrub 42' 16 S.R. .035/180 Grit",cylindrical_scrub,Cylindrical Scrub,,.035/180 Grit,single_row,2042/2042C|Retriever 2042,035|039,2,pending,advance-11-4103-cylindrical-scrub-035-180-grit,2
SY11-4104,Advance,11-4104,"Main Scrub 42"" 16 S.R. .020 Poly",cylindrical_scrub,Cylindrical Scrub,"42""",Poly,single_row,2042/2042C|Retriever 2042,035|039,2,pending,advance-11-4104-cylindrical-scrub-42-poly,2
SY11-4105,Advance,11-4105,"Main Scrub 42"" 16 S.R. .020 Soft Nylon",cylindrical_scrub,Cylindrical Scrub,"42""",Soft Nylon,single_row,2042/2042C|Retriever 2042,035|039,2,pending,advance-11-4105-cylindrical-scrub-42-soft-nylon,2
SY11-4106,Advance,11-4106,"Main Scrub 42"" 16 S.R. .028 Hard Nylon",cylindrical_scrub,Cylindrical Scrub,"42""",Nylon,single_row,2042/2042C|Retriever 2042,035|039,2,pending,advance-11-4106-cylindrical-scrub-42-nylon,2
SY11-4401,Advance,11-4401,"Main Broom 44"" 12 D.R. Stiff Poly",main_broom,Main Broom,"44""",Stiff Poly,double_row,560|5600|5800B|5800D|5800G|5800P,002,1,pending,advance-11-4401-main-broom-44-stiff-poly,1
SY11-4517,Advance,11-4517,"Main Broom 45"" 8 D.R. Stiff Nylon",main_broom,Main Broom,"45""",Stiff Nylon,double_row,1700|1800|2060|2067|4500|6250,006|007,1,pending,advance-11-4517-main-broom-45-stiff-nylon,1
SY11-4518,Advance,11-4518,"Main Broom 45"" 8 D.R. Proex/Wire",main_broom,Main Broom,"45""",Proex/Wire,double_row,1700|1800|2060|2067|4500|6250,006|007,1,pending,advance-11-4518-main-broom-45-proex-wire,1
SY11-4519,Advance,11-4519,"Main Broom 45"" 8 D.R. Proex",main_broom,Main Broom,"45""",,double_row,1700|1800|2060|2067|4500|6250,006|007,1,pending,advance-11-4519-main-broom-45,1
SY11-4535,Advance,11-4535,"Main Broom 45"" 12 D.R. Proex/Wire",main_broom,Main Broom,"45""",Proex/Wire,double_row,1800|2060|6250,007,1,pending,advance-11-4535-main-broom-45-proex-wire,1
SY11-4536,Advance,11-4536,"Main Broom 45"" 12 D.R. Proex",main_broom,Main Broom,"45""",,double_row,1800|2060|6250,007,1,pending,advance-11-4536-main-broom-45,1
SY11-4537,Advance,11-4537,"Main Broom 45"" 8 D.R. Stiff Proex/Wire",main_broom,Main Broom,"45""",Proex/Wire,double_row,1700|1800|2060|2067|4500|6250,006|007,1,pending,advance-11-4537-main-broom-45-proex-wire,1
SY11-5027,Advance,11-5027,"Main Broom 50"" 8 D.R. Poly",main_broom,Main Broom,"50""",Poly,double_row,6600|6600XP,022,1,pending,advance-11-5027-main-broom-50-poly,1
SY11-5040,Advance,11-5040,"Main Broom 50"" 8 D.R. Proex/Wire",main_broom,Main Broom,"50""",Proex/Wire,double_row,6340|Exterra,026,1,pending,advance-11-5040-main-broom-50-proex-wire,1
SY11-5041,Advance,11-5041,"Main Broom 50"" 8 D.R. Stiff Proex/Wire",main_broom,Main Broom,"50""",Proex/Wire,double_row,6340|Exterra,026,1,pending,advance-11-5041-main-broom-50-proex-wire,1
SY11-5042,Advance,11-5042,"Main Broom 50"" 12 D.R. Proex/Wire",main_broom,Main Broom,"50""",Proex/Wire,double_row,6340|Exterra,026,1,pending,advance-11-5042-main-broom-50-proex-wire,1
SY11-5043,Advance,11-5043,"Main Broom 50"" 8 D.R. Nylon",main_broom,Main Broom,"50""",Nylon,double_row,6340|Exterra,026,1,pending,advance-11-5043-main-broom-50-nylon,1
SY11-5044,Advance,11-5044,"Main Broom 50"" 12 D.R. Proex/Wire",main_broom,Main Broom,"50""",Proex/Wire,double_row,6340|Exterra,026,1,pending,advance-11-5044-main-broom-50-proex-wire,1
SY11-5045,Advance,11-5045,Main Broom 8 D.R. Poly,main_broom,Main Broom,,Poly,double_row,6340|Exterra,026,1,pending,advance-11-5045-main-broom-poly,1
SY11-5046,Advance,11-5046,"Main Broom 50"" 12 D.R. Poly/Wire",main_broom,Main Broom,"50""",Poly,double_row,6340|Exterra,026,1,pending,advance-11-5046-main-broom-50-poly,1
SY11-5047,Advance,11-5047,"Main Broom 50"" 8 D.R. Poly",main_broom,Main Broom,"50""",Poly,double_row,6340|Exterra,026,1,pending,advance-11-5047-main-broom-50-poly,1
SY21-0815,Advance,21-0815,"Side Broom 8"" 2 S.R. Poly",side_broom,Side Broom,"8""",Poly,single_row,4030/4030C,040,1,pending,advance-21-0815-side-broom-8-poly,1
SY21-1004,Advance,21-1004,"Side Broom 10"" 2 S.R. Poly",side_broom,Side Broom,"10""",Poly,single_row,360B|360G|360P|1300|2052|3600B|5000|5015,001|004,1,pending,advance-21-1004-side-broom-10-poly,1
SY21-1006,Advance,21-1006,"Side Broom 10"" 3 S.R. Poly",side_broom,Side Broom,"10""",Poly,single_row,1600|1700|2042/2042C|2067|2820D|4300|4500|4600|4600B|4800|5400,005|006|010|012|015|039,1,pending,advance-21-1006-side-broom-10-poly,1
SY21-1111,Advance,21-1111,"Rotary Brush 11"" .070/46 Grit",rotary_brush,Rotary Brush,"11""",.070/46 Grit,,240HD|240HR|240LX|240LXJ|600S|1700|2067|3520D|4500,006|019|029,2,pending,advance-21-1111-rotary-brush-11-070-46-grit,2
SY21-1112,Advance,21-1112,"Rotary Brush 11"" .050/80 Grit",rotary_brush,Rotary Brush,"11""",.050/80 Grit,,240HD|240HR|240LX|240LXJ|600S|1700|2067|3520D|4500,006|019|029,2,pending,advance-21-1112-rotary-brush-11-050-80-grit,2
SY21-1113,Advance,21-1113,"Rotary Brush 11"" .035/180 Grit",rotary_brush,Rotary Brush,"11""",.035/180 Grit,,240HD|240HR|240LX|240LXJ|600S|1700|2067|3520D|4500,006|019|029,2,pending,advance-21-1113-rotary-brush-11-035-180-grit,2
SY21-1114,Advance,21-1114,"Rotary Brush 11"" .022/120 Grit",rotary_brush,Rotary Brush,"11""",.022/120 Grit,,240HD|240HR|240LX|240LXJ|600S|1700|2067|3520D|4500,006|019|029,2,pending,advance-21-1114-rotary-brush-11-022-120-grit,2
SY21-1115,Advance,21-1115,"Rotary Brush 11"" .018/500 Grit",rotary_brush,Rotary Brush,"11""",.018/500 Grit,,240HD|240HR|240LX|240LXJ|600S|1700|2067|3520D|4500,006|019|029,2,pending,advance-21-1115-rotary-brush-11-018-500-grit,2
SY21-1116,Advance,21-1116,"Rotary Brush 11"" .028 Poly",rotary_brush,Rotary Brush,"11""",Poly,,1700|2067|3520D|4500,006|029,2,pending,advance-21-1116-rotary-brush-11-poly,2
SY21-1117,Advance,21-1117,"Rotary Brush 11"" .022 Poly",rotary_brush,Rotary Brush,"11""",Poly,,240HD|240HR|240LX|240LXJ|600S|1700|2067|3520D|4500,006|019|029,2,pending,advance-21-1117-rotary-brush-11-poly,2
SY21-1118,Advance,21-1118,"Rotary Brush 11"" Union Mix",rotary_brush,Rotary Brush,"11""",Union Mix,,240HD|240HR|240LX|240LXJ|600S|1700|2067|3520D|4500,006|019|029,2,pending,advance-21-1118-rotary-brush-11-union-mix,2
SY21-1206,Advance,21-1206,"Rotary Brush 12"" .070/46 Grit",rotary_brush,Rotary Brush,"12""",.070/46 Grit,,260B|260BHD|260HD|265HD|1300|2052|3820D|5000|5015|ConvertaMax 26,003|004|030,2,pending,advance-21-1206-rotary-brush-12-070-46-grit,2
SY21-1207,Advance,21-1207,"Rotary Brush 12"" .050/80 Grit",rotary_brush,Rotary Brush,"12""",.050/80 Grit,,260B|260BHD|260HD|265HD|1300|2052|3820D|5000|5015|ConvertaMax 26,003|004|030,2,pending,advance-21-1207-rotary-brush-12-050-80-grit,2
SY21-1208,Advance,21-1208,"Rotary Brush 12"" Wire",rotary_brush,Rotary Brush,"12""",Wire,,260B|260BHD|260HD|265HD|1300|2052|5000|5015|ConvertaMax 26,003|004,2,pending,advance-21-1208-rotary-brush-12-wire,1
SY21-1209,Advance,21-1209,"Rotary Brush 12"" .035/180 Grit",rotary_brush,Rotary Brush,"12""",.035/180 Grit,,260B|260BHD|260HD|265HD|1300|2052|3820D|5000|5015|ConvertaMax 26,003|004|030,2,pending,advance-21-1209-rotary-brush-12-035-180-grit,2
SY21-1210,Advance,21-1210,"Rotary Brush 12"" .022/120 Grit",rotary_brush,Rotary Brush,"12""",.022/120 Grit,,3820D,030,2,pending,advance-21-1210-rotary-brush-12-022-120-grit,3
SY21-1211,Advance,21-1211,"Rotary Brush 12"" .018/500 Grit",rotary_brush,Rotary Brush,"12""",.018/500 Grit,,260B|260BHD|260HD|265HD|1300|2052|3820D|5000|5015|ConvertaMax 26,003|004|030,2,pending,advance-21-1211-rotary-brush-12-018-500-grit,2
SY21-1212,Advance,21-1212,"Rotary Brush 12"" .022 Poly",rotary_brush,Rotary Brush,"12""",Poly,,260B|260BHD|260HD|265HD|1300|2052|3820D|5000|5015|ConvertaMax 26,003|004|030,2,pending,advance-21-1212-rotary-brush-12-poly,2
SY21-1214,Advance,21-1214,"Rotary Brush 12"" Union Mix",rotary_brush,Rotary Brush,"12""",Union Mix,,260B|260BHD|260HD|265HD|1300|2052|3820D|5000|5015|ConvertaMax 26,003|004|030,2,pending,advance-21-1214-rotary-brush-12-union-mix,2
SY21-1215,Advance,21-1215,"Pad Driver 12""",pad_driver,Pad Driver,"12""",,,260B|260BHD|260HD|265HD|1300|2052|3820D|5000|5015|ConvertaMax 26,003|004|030,2,pending,advance-21-1215-pad-driver-12,2
SY21-1217,Advance,21-1217,"Rotary Brush 12"" .022 Poly",rotary_brush,Rotary Brush,"12""",Poly,,260B|260BHD|260HD|265HD|1300|2052|3820D|5000|5015|ConvertaMax 26,003|004|030,2,pending,advance-21-1217-rotary-brush-12-poly,2
SY21-1305,Advance,21-1305,"Side Broom 13"" 3 S.R. Wire",side_broom,Side Broom,"13""",Wire,single_row,560|1800|2060|5100D|5100G|5100P|5100PS|5200G|5200HD|5600|5800B|5800D|5800G|5800P|6250,002|007|013|014,1,pending,advance-21-1305-side-broom-13-wire,1
SY21-1306,Advance,21-1306,"Side Broom 13"" 2 S.R. Poly",side_broom,Side Broom,"13""",Poly,single_row,560|1800|2060|5100D|5100G|5100P|5100PS|5200G|5200HD|5600|5800B|5800D|5800G|5800P|6250,002|007|013|014,1,pending,advance-21-1306-side-broom-13-poly,1
SY21-1350,Advance,21-1350,"Rotary Brush 13"" .070/46 Grit",rotary_brush,Rotary Brush,"13""",.070/46 Grit,,2820D|5400|Warrior 28D AXP|Warrior 28D ST,015|027,2,pending,advance-21-1350-rotary-brush-13-070-46-grit,1
SY21-1351,Advance,21-1351,"Rotary Brush 13"" .050/80 Grit",rotary_brush,Rotary Brush,"13""",.050/80 Grit,,2820D|5400|Warrior 28D AXP|Warrior 28D ST,015|027,2,pending,advance-21-1351-rotary-brush-13-050-80-grit,1
SY21-1352,Advance,21-1352,"Rotary Brush 13"" .035/180 Grit",rotary_brush,Rotary Brush,"13""",.035/180 Grit,,2820D|5400|Warrior 28D AXP|Warrior 28D ST,015|027,2,pending,advance-21-1352-rotary-brush-13-035-180-grit,1
SY21-1353,Advance,21-1353,"Rotary Brush 13"" .022/120 Grit",rotary_brush,Rotary Brush,"13""",.022/120 Grit,,2820D|5400|Warrior 28D AXP|Warrior 28D ST,015|027,2,pending,advance-21-1353-rotary-brush-13-022-120-grit,1
SY21-1354,Advance,21-1354,"Rotary Brush 13"" .018/500 Grit",rotary_brush,Rotary Brush,"13""",.018/500 Grit,,2820D|5400|Warrior 28D AXP|Warrior 28D ST,015|027,2,pending,advance-21-1354-rotary-brush-13-018-500-grit,1
SY21-1355,Advance,21-1355,"Rotary Brush 13"" .028 Poly",rotary_brush,Rotary Brush,"13""",Poly,,2820D|3220D|5400|Warrior 28D AXP|Warrior 28D ST|Warrior 32D AXP|Warrior 32D ST,015|027|028,2,pending,advance-21-1355-rotary-brush-13-poly,1
SY21-1356,Advance,21-1356,"Rotary Brush 13"" .022 Poly",rotary_brush,Rotary Brush,"13""",Poly,,2820D|5400|Warrior 28D AXP|Warrior 28D ST,015|027,2,pending,advance-21-1356-rotary-brush-13-poly,1
SY21-1357,Advance,21-1357,"Rotary Brush 13"" Union Mix",rotary_brush,Rotary Brush,"13""",Union Mix,,2820D|3220D|5400|Warrior 28D AXP|Warrior 28D ST|Warrior 32D AXP|Warrior 32D ST,015|027|028,2,pending,advance-21-1357-rotary-brush-13-union-mix,1
SY21-1358,Advance,21-1358,"Pad Driver 13""",pad_driver,Pad Driver,"13""",,,2820D|5400|Warrior 28D AXP|Warrior 28D ST,015|027,2,pending,advance-21-1358-pad-driver-13,1
SY21-1401N,Advance,21-1401N,"Side Broom 15"" 3 S.R. Wire",side_broom,Side Broom,"15""",Wire,single_row,6340|Exterra,026,1,pending,advance-21-1401n-side-broom-15-wire,2
SY21-1402N,Advance,21-1402N,"Side Broom 15"" 3 S.R. Nylon",side_broom,Side Broom,"15""",Nylon,single_row,6340|Exterra,026,1,pending,advance-21-1402n-side-broom-15-nylon,2
SY21-1403N,Advance,21-1403N,"Side Broom 15"" 3 S.R. Poly",side_broom,Side Broom,"15""",Poly,single_row,6340|Exterra,026,1,pending,advance-21-1403n-side-broom-15-poly,2
SY21-1424,Advance,21-1424,"Rotary Brush 14"" .022/120 Grit",rotary_brush,Rotary Brush,"14""",.022/120 Grit,,280BHD|285HD|285LX|2800|2800HD|4300,010|020,2,pending,advance-21-1424-rotary-brush-14-022-120-grit,3
SY21-1426,Advance,21-1426,"Rotary Brush 14"" .050/80 Grit",rotary_brush,Rotary Brush,"14""",.050/80 Grit,,280BHD|285HD|285LX|2800|2800HD|4300,010|020,2,pending,advance-21-1426-rotary-brush-14-050-80-grit,3
SY21-1427,Advance,21-1427,"Rotary Brush 14"" .035/180 Grit",rotary_brush,Rotary Brush,"14""",.035/180 Grit,,280BHD|285HD|285LX|2800|2800HD|4300,010|020,2,pending,advance-21-1427-rotary-brush-14-035-180-grit,3
SY21-1428,Advance,21-1428,"Rotary Brush 14"" .022 Poly",rotary_brush,Rotary Brush,"14""",Poly,,280BHD|285HD|285LX|2800|2800HD|4300,010|020,2,pending,advance-21-1428-rotary-brush-14-poly,3
SY21-1429,Advance,21-1429,"Rotary Brush 14"" .018/500 Grit",rotary_brush,Rotary Brush,"14""",.018/500 Grit,,280BHD|285HD|285LX|2800|2800HD|4300,010|020,2,pending,advance-21-1429-rotary-brush-14-018-500-grit,3
SY21-1430,Advance,21-1430,"Rotary Brush 14"" .028 Poly",rotary_brush,Rotary Brush,"14""",Poly,,280BHD|285HD|285LX|2800|2800HD|4300,010|020,2,pending,advance-21-1430-rotary-brush-14-poly,3
SY21-1432,Advance,21-1432,"Rotary Brush 14"" Union Mix",rotary_brush,Rotary Brush,"14""",Union Mix,,280BHD|285HD|285LX|2800|2800HD|4300,010|020,2,pending,advance-21-1432-rotary-brush-14-union-mix,3
